PARTICIPANT_CODE,DISTRICT,POSTCODE
4986482HST,,2775
4986507HST,,2600
4986519HST,,2610
4986535HST,,9670
4986548HST,,9670
4986550HST,,9670
4986576HST,,9670
4986589HST,,9670
4986591HST,,9670
4986603HST,,9670
4986616HST,,9670
4986629HST,,9670
4986631HST,,9670
4994253JSE,,6531
4994266JSE,,6531
4994279JSE,,6531
4994281JSE,,6531
4994294JSE,,6531
4994306JSE,,6531
4994319JSE,,6531
4994321JSE,,6531
4994334JSE,,6531
4994347JSE,,6531
4994357JSE,,6531
4994362JSE,,6531
4994388JSE,,6531
4994390JSE,,6531
4994415JSE,,6531
4994428JSE,,6531
4994430JSE,,7210
4994456JSE,,9585
4994469JSE,,0
4994484JSE,,2570
4994497JSE,,2570
4986969HST,,3300
4986971HST,,8301
4986997HST,,3290
4987007HST,,3290
4987022HST,,3290
4987035HST,,3290
4987048HST,,3290
4987050HST,,3290
4987063HST,,3290
4987076HST,,3290
4987089HST,,3290
4987091HST,,2660
4987103HST,,2660
4987116HST,,2146
4989528JSE,,1740
4989530JSE,,9480
4989556JSE,,1740
4989569JSE,,1740
4989584JSE,,1035
4989597JSE,,2865
4989609JSE,,9480
4989624JSE,,2865
4989637JSE,,1035
4989652JSE,,250
4989665JSE,,9480
4989680JSE,,1740
4989693JSE,,2865
4989718JSE,,2865
4842234JSE,,6115
4842242JSE,,6115
4842255JSE,,6115
4842270JSE,,1020
4842283JSE,,1020
4842308JSE,,9500
4842310JSE,,8622
4842336JSE,,9300
4842349JSE,,8622
4842364JSE,,8622
4842377JSE,,9500
4842392JSE,,2430
4842404JSE,,2430
4842425JSE,,2430
4842432JSE,,2430
4842458JSE,,2430
4842460JSE,,2430
4992655HST,,8600
4992668HST,,8600
4992683HST,,8600
4992696HST,,8600
4993005HST,,9904
4993018HST,,9904
4993020HST,,9904
4993046HST,,9904
4993059HST,,9904
4993074HST,,9904
4993087HST,,9904
4993101HST,,1056
4993114HST,,1056
4993137HST,,1056
4993142HST,,1056
4993168HST,,1056
4993170HST,,1056
4993196HST,,1056
4993208HST,,9720
5001416HST,,0
5001429HST,,1020
5001431HST,,1020
5001444HST,,1020
5001457HST,,1020
5001467HST,,1020
5001485HST,,1020
5001498HST,,1020
5001512HST,,1020
5001525HST,,250
5001540HST,,250
5001553HST,,250
5001579HST,,2610
5001581HST,,2610
5001606HST,,1828
5001619HST,,3340
5001634HST,,3000
4993522HST,,9810
4993535HST,,9630
4993550HST,,9810
4993563HST,,9810
4993589HST,,9630
4993591HST,,9810
4993616HST,,1935
4993629HST,,9445
4993644HST,,9445
4993657HST,,9810
4993672HST,,9445
4993685HST,,9810
4993698HST,,9810
4993712HST,,9445
5001849HST,,2310
5001852HST,,2310
5001865HST,,2310
5001878HST,,2310
5001880HST,,6995
5001893HST,,2755
5001905HST,,2755
5001920HST,,2755
5001933HST,,2755
5001959HST,,9400
5001961JSE,,9600
5001987JSE,,9600
5001991JSE,,9600
5002012JSE,,6800
5002025JSE,,6800
5002038JSE,,7233
5002053JSE,,2740
4994014HST,,9830
4994035HST,,9830
4994048HST,,9810
4994063HST,,9630
4994076HST,,9810
4994091HST,,2455
4994103HST,,9650
4994129JSE,,2660
4994131JSE,,7230
4994157JSE,,8890
4994166JSE,,8890
4994172JSE,,7281
4994198JSE,,6531
4994205JSE,,6531
4994225JSE,,6531
4994238JSE,,6531
5002380JSE,,9480
5002393JSE,,1709
5002405JSE,,1709
5002418JSE,,2865
5002433JSE,,1000
5002446JSE,,2740
5002461JSE,,1709
5002474JSE,,2740
5002496JSE,,1000
5002501JSE,,0
5002527JSE,,1709
5002535JSE,,1709
5002555JSE,,1709
5002568JSE,,1709
5002583JSE,,0
5002596JSE,,2740
5002608JSE,,2865
5002623JSE,,0
5002636JSE,,1000
5002651JSE,,1740
5002664JSE,,1740
5002687JSE,,0
5002692JSE,,0
5002963JSE,,7322
5002989JSE,,7250
5002991JSE,,6531
5003014JSE,,480
5003027JSE,,480
5003042JSE,,1540
5003055JSE,,1540
5003070JSE,,1540
5003083JSE,,1540
5003412HST,,129
5003435HST,,9830
5003448HST,,9830
5003463HST,,2807
5003476HST,,39
5003491HST,,2805
5003503HST,,2807
5003529HST,,2807
5003531HST,,2807
5003557HST,,2807
5003564HST,,2820
5003572HST,,2807
5003598HST,,555
5003603HST,,2807
5003625HST,,2807
5003638HST,,2807
5003653HST,,39
5003666HST,,2807
5003679HST,,182
5003681HST,,2807
5003694HST,,2807
5003706HST,,39
5003911HST,,2807
5003924HST,,117
5003946HST,,117
5003952HST,,2807
5003978HST,,361
5003980HST,,361
5003993HST,,361
5004016HST,,2807
5004029HST,,2807
5004044HST,,2807
5004057HST,,2807
5001315HST,,9445
5001322HST,,9445
5009331HST,,9680
5009342HST,,9680
5009368HST,,2523
5001647HST,,9660
5001662HST,,5200
5001675HST,,5200
5001690HST,,5200
5001702HST,,6400
5001728HST,,6400
5001730HST,,6400
5001743HST,,6400
5001769HST,,8300
5001771HST,,2310
5001797HST,,2310
5001809HST,,2310
5001811HST,,2310
5001824HST,,2310
5001837HST,,2310
5009599HST,,3290
5009600HST,,3290
5009613HST,,7130
5009626HST,,7130
5009639HST,,7130
5009641HST,,7130
5009654HST,,7130
5009667HST,,7130
5009674HST,,7130
5009682HST,,7130
5009695HST,,2410
5009713HST,,2470
5009722HST,,8603
5009735HST,,9720
5009750HST,,2430
5009763HST,,9650
5009789JSE,,8603
5009791JSE,,8603
5009816JSE,,8603
5009829JSE,,2660
5002256JSE,,2008
5002269JSE,,1185
5002271JSE,,1709
5002297JSE,,2865
5002309JSE,,2865
5002311JSE,,1035
5002324JSE,,0
5002337JSE,,2865
5002344JSE,,1740
5002352JSE,,1709
5002365JSE,,0
5002378JSE,,9480
5010055JSE,,2610
5002717JSE,,0
5002726JSE,,0
5002745JSE,,9480
5002758JSE,,9480
5002760JSE,,9890
5003719HST,,555
5003721HST,,2807
5003734HST,,555
5003747HST,,555
5003755HST,,555
5003762HST,,2805
5003775HST,,2807
5003790HST,,555
5003802HST,,2807
5003828HST,,555
5003830HST,,2807
5003856HST,,2807
5003869HST,,555
5003884HST,,2807
5003897HST,,240
5004288HST,,2610
5004290HST,,200
5004315HST,,2400
5004328JSE,,9480
5004371JSE,,6820
5004384JSE,,3300
5004409JSE,,2370
5012304JSE,,0
5012317JSE,,0
5012332JSE,,1120
5012345JSE,,0
5012360JSE,,6740
5012373JSE,,2350
5012399JSE,,3211
5012400JSE,,3211
5012426JSE,,3211
5012439JSE,,3200
5013877HST,,3880
5013881HST,,6185
5013892HST,,6603
5013904HST,,6603
5013917HST,,6603
5013920HST,,6603
5013932HST,,6603
5013945HST,,6603
5013958HST,,6603
5013960HST,,6603
5013973HST,,6603
5013986HST,,6603
5014009HST,,5200
5014011HST,,5200
5014024HST,,5200
5014043HST,,8603
5014052HST,,9830
5014078HST,,7355
5014080HST,,9830
5014105HST,,7550
5014118HST,,7550
5014133HST,,8603
5014146HST,,8001
5014161HST,,6885
5014351HST,,8603
5014364HST,,7550
5014377HST,,11
5014386HST,,9570
5014392HST,,5460
5014404HST,,5460
5014417HST,,5460
5014425HST,,5460
5014432HST,,5460
5014458HST,,5460
5014460HST,,6770
5014486HST,,9940
5014499HST,,6850
5014500HST,,9855
5014526HST,,1930
5014539HST,,1725
5014554HST,,1935
5014567HST,,1935
5014582HST,,4590
5014595HST,,9700
5014616HST,,9940
5014622HST,,129
5014648HST,,2660
5014650HST,,2465
5014676HST,,2640
5014840JSE,,9660
5014853JSE,,9660
5014866JSE,,9660
5014879JSE,,9660
5014881JSE,,9660
5014894JSE,,9660
5014919JSE,,0
5014921JSE,,0
5014947JSE,,0
5014959JSE,,0
5014975JSE,,0
5014988JSE,,0
5015000JSE,,0
5015013JSE,,0
5015039JSE,,0
5015041JSE,,0
5015054JSE,,0
5015072JSE,,0
5015082JSE,,0
5015107JSE,,0
5015111JSE,,0
5015135JSE,,0
5015148JSE,,0
5015163JSE,,0
5015176JSE,,0
5015191JSE,,0
5008528HST,,2610
5009370HST,,4590
5009396HST,,4590
5009408HST,,4590
5009410HST,,4590
5009436HST,,4590
5009449HST,,4590
5009464HST,,9735
5009477HST,,2430
5009492HST,,2740
5009504HST,,3290
5009522HST,,3290
5009532HST,,3290
5009558HST,,3290
5009560HST,,3290
5009586HST,,3290
5009844JSE,,1200
5009857JSE,,9680
5009872JSE,,2200
5009885JSE,,2200
5009904JSE,,2200
5009912JSE,,6740
5009938JSE,,9540
5009940JSE,,117
5009953JSE,,2640
5009979JSE,,30
5009981JSE,,9540
5010001JSE,,9540
5010014JSE,,1000
5010030JSE,,8135
5010042JSE,,8135
5017894JSE,,1912
5017914JSE,,1912
5017927JSE,,1912
5017933JSE,,1912
5017942JSE,,2740
5017955JSE,,2740
5012292JSE,,0
5020225JSE,,3183
5020240JSE,,2740
5020253JSE,,2382
5020279JSE,,6720
5020281JSE,,9602
5014174HST,,7623
5014195HST,,8001
5014201HST,,6700
5014227HST,,6700
5014234HST,,7655
5014242HST,,6700
5014268HST,,6885
5014270HST,,6885
5014296HST,,6700
5014308HST,,8001
5014323HST,,7550
5014336HST,,7230
5014349HST,,7655
5014689HST,,1050
5014703HST,,1050
5014716HST,,1050
5014731HST,,9650
5014744HST,,9500
5014757HST,,9500
5014772JSE,,1760
5014785JSE,,1760
5014798JSE,,1760
5014807JSE,,9600
5014812JSE,,9600
5014825JSE,,2725
5014838JSE,,9660
5015203JSE,,0
5015229JSE,,0
5015231JSE,,0
5015244JSE,,0
5015257JSE,,0
5015263JSE,,0
5015272JSE,,0
5015285JSE,,0
5015298JSE,,0
5015302JSE,,0
5015312JSE,,0
5015325JSE,,0
5015338JSE,,0
5023410HST,,9706
4892916HST,,9725
4892929HST,,9725
4892931HST,,8603
4892944HST,,3301
4892957HST,,5200
4892962HST,,5200
4892972HST,,1020
4892985HST,,1170
4892998HST,,1170
4893008HST,,1170
4893010HST,,1170
4893036HST,,1170
4893049HST,,1170
4893064HST,,1170
4893077HST,,6300
4893092HST,,9600
4893104HST,,2523
4893124HST,,9940
4893132HST,,9630
4893158HST,,7310
4893160HST,,1509
5024086HST,,9810
5024100HST,,2410
5024113HST,,2410
5024139HST,,2410
5024141HST,,2210
5024167HST,,2410
5024179HST,,2410
5024195HST,,2410
5024207HST,,9810
5024218HST,,1490
5024235HST,,2260
5024248HST,,600
5024263HST,,7380
5024276HST,,7380
5024291HST,,1035
5024303HST,,1035
5024329HST,,1035
5024331HST,,1035
5024344HST,,1035
5024357HST,,1035
5024360HST,,1035
5024372HST,,1035
5024385HST,,1035
5017833HST,,3600
5020294JSE,,2210
5020306JSE,,2210
5029250JSE,,0
5029262JSE,,0
5029275JSE,,0
5029290JSE,,0
5029302JSE,,0
5029328JSE,,2200
5029330JSE,,9540
5029343JSE,,6750
5029356JSE,,6603
5029369JSE,,6603
5029371JSE,,6603
5029384JSE,,6603
5029397JSE,,6603
5030056HST,,2760
5030111HST,,6620
5030301HST,,6530
5030314HST,,6530
5030327HST,,6530
5030331HST,,6530
5030342HST,,6530
5030355HST,,6530
5030368HST,,6530
5030370HST,,0
5030396HST,,2851
5030408HST,,2851
5030410HST,,2851
5030436HST,,2851
5030449HST,,2851
5030464HST,,9570
5030477HST,,9570
5030492HST,,6573
5030504HST,,6573
5030522HST,,182
5030532HST,,3290
5023423HST,,9515
5023436HST,,9600
5023449HST,,9600
5023451HST,,9600
5023464HST,,6000
5023477HST,,6000
5023483HST,,6000
5023492HST,,6000
5023504HST,,6000
5023517HST,,6000
5023522HST,,6000
5023532HST,,6000
5024398HST,,1035
5024409HST,,1035
5024412HST,,1035
5024425HST,,1035
5024438HST,,8600
5024440HST,,8600
5024466HST,,8600
5024479HST,,8600
5024494HST,,9500
5024506HST,,9650
5024521HST,,9650
5024534HST,,2480
5024551JSE,,6770
5024562JSE,,6535
5032346JSE,,1200
5032359JSE,,1200
5032374JSE,,2021
5032387JSE,,2021
5032401JSE,,2021
5032414JSE,,2021
5032438JSE,,2021
5032442JSE,,2021
5032468JSE,,6740
5033933HST,,9600
5033946HST,,8603
5033959HST,,0
5033961HST,,8600
5033974HST,,2940
5033987HST,,2432
5033991HST,,2310
5034001HST,,9890
5034012HST,,1100
5034025HST,,2940
5034038HST,,2310
5034040HST,,1100
5034053HST,,2435
5034066HST,,3300
5034081HST,,2265
5034094HST,,2432
5034119HST,,2265
5034121HST,,9490
5034147HST,,2650
5034153HST,,2265
5034175HST,,2432
5034188HST,,2265
5034202HST,,3300
5034418HST,,9730
5034420HST,,0
5034433HST,,9660
5034446HST,,9500
5034459HST,,9660
5034461HST,,9660
5034474HST,,9680
5034487HST,,9660
5034496HST,,9660
5034501HST,,9660
5034527HST,,9680
5034535HST,,9660
5034555HST,,9660
5034568HST,,9670
5034583HST,,9660
5034596HST,,2630
5034608HST,,9660
5034623HST,,9670
5034636HST,,9660
5034651HST,,9450
5034664HST,,9450
5034687HST,,9660
5034692HST,,9660
5034895JSE,,0
5034907JSE,,0
5034917JSE,,9630
5034922JSE,,7250
5029234JSE,,9660
5030137HST,,0
5030140HST,,0
5030165HST,,6660
5030178HST,,6463
5030193HST,,6460
5030205HST,,6620
5030220HST,,6530
5030233HST,,6530
5030259HST,,6530
5030261HST,,6530
5030274HST,,6530
5030287HST,,6530
5030292HST,,6530
5031671HST,,9500
5031684HST,,6603
5031697HST,,0
5031709HST,,0
5031711HST,,2806
5031724HST,,2806
5031737HST,,2806
5031742HST,,2806
5031752HST,,2806
5031765HST,,2806
5031778HST,,2806
4893186HST,,9700
4893199HST,,5
4893213HST,,1509
4893226HST,,5
4893239HST,,9700
4893254HST,,1509
4893267HST,,5
4893282HST,,0
4893295HST,,5
4893315HST,,0
4893322HST,,0
4893348HST,,9882
4893350HST,,5
4893363HST,,9650
4893376HST,,0
4893389HST,,0
4893391HST,,5
4893403HST,,5
4901301JSE,,216
4901314JSE,,216
4901331JSE,,9700
4901342JSE,,6770
5033160HST,,3080
5033173HST,,9730
5033199HST,,1100
5033200HST,,11
5033226HST,,1490
5033239HST,,1490
5033241HST,,2260
5042273HST,,2630
5042286HST,,2630
5042299HST,,2630
5042300HST,,6300
5042313HST,,2630
5042339HST,,2630
5042341HST,,2630
5042367HST,,2740
5042373HST,,2740
5042395HST,,2740
5042407HST,,2740
5033880HST,,9810
5033905HST,,9725
5033918HST,,9703
5042625HST,,2740
5042640HST,,2740
5042653HST,,2630
5042666HST,,2740
5042679HST,,2740
5042681HST,,2630
5042694HST,,2740
5042706HST,,2740
5042719HST,,2630
5042721HST,,2740
5042734HST,,2740
5042747HST,,2740
5042755HST,,2740
5042762HST,,2740
5042788HST,,2740
5042790HST,,2740
5042815HST,,2740
5042828HST,,2630
5042843HST,,6330
5042856HST,,2630
5042871HST,,2740
5042884HST,,2740
5034215HST,,2432
5034230HST,,3300
5034243HST,,1100
5034269HST,,3300
5034271HST,,1100
5034297HST,,2265
5034309HST,,3300
5034311HST,,2310
5034337HST,,2265
5034344HST,,2265
5034365HST,,3300
5034378HST,,2310
5034393HST,,9490
5034405HST,,0
5043108HST,,2740
5043112HST,,6300
5043125HST,,2740
5043138HST,,2740
5043140HST,,6460
5043153HST,,2630
5043166HST,,6460
5043179HST,,6300
5043181HST,,2740
5043194HST,,6400
5043206HST,,2740
5043219HST,,2630
5043234HST,,2740
5043247HST,,6460
5043262HST,,2630
5043275HST,,2740
5043290HST,,2630
5043302HST,,2630
5043328HST,,2740
5043330HST,,6460
5043356HST,,1935
5043369HST,,1935
5034717HST,,9670
5034726HST,,2610
5034745HST,,1763
5034758HST,,9810
5034773HST,,9890
5034786HST,,2502
5034800HST,,7605
5034813JSE,,613
5034826JSE,,613
5034841JSE,,613
5034854JSE,,0
5034867JSE,,0
5034878JSE,,9700
5034882JSE,,0
5043593HST,,2265
5043601HST,,2806
5043614HST,,9890
5043627HST,,9630
5043632HST,,9550
5043642HST,,2420
5043655HST,,2430
5043670HST,,2425
5043683HST,,1934
5043696HST,,9840
5043710HST,,4590
5043723HST,,4590
5043749HST,,9670
5043751HST,,9610
5043777HST,,9670
5043784HST,,9410
5043804HST,,9610
5043817HST,,9410
5043832HST,,9410
5043845HST,,2805
5043860HST,,9610
5043873HST,,9610
5043899HST,,9610
5044074HST,,1050
5044087HST,,0
5044098HST,,0
5044101HST,,0
5044114HST,,1050
5044137HST,,0
5044142HST,,1050
5044168HST,,9735
5044170HST,,9725
5044196HST,,9725
5044208HST,,9725
5044223HST,,2770
5044236HST,,2770
5044251HST,,9410
5044264HST,,9410
5044289HST,,9410
5044292HST,,9410
5044304HST,,9410
5044328HST,,9410
5044332HST,,9410
5044358HST,,9410
5044360HST,,2210
5044386HST,,9670
5044576HST,,2730
5044589HST,,2730
5044591HST,,2730
5044616HST,,2730
5044629HST,,2730
5044644HST,,2730
5044657HST,,9680
5044672HST,,2465
5044685HST,,2465
5044700HST,,2465
5044712HST,,2465
5044738HST,,9705
5044740HST,,6140
5044766JSE,,2400
5044779JSE,,9880
5044794JSE,,6742
5044806JSE,,9602
5044819JSE,,2876
5044834JSE,,2021
5044847JSE,,0
5044862JSE,,0
5044875JSE,,7655
5045321JSE,,2400
5045347JSE,,2310
5045357JSE,,850
5045362JSE,,2310
5045375JSE,,1000
5045388JSE,,2210
5045390JSE,,2520
5046866HST,,3002
5046879HST,,2455
5046881HST,,2970
5046894HST,,2740
5046919HST,,3740
5046921HST,,3740
5046934HST,,3740
5046959HST,,3740
5046962HST,,3740
5046988HST,,3290
5046990HST,,3290
5047013HST,,3290
5047026HST,,3290
5047231HST,,6900
5047244HST,,2114
5047257HST,,9735
5047263HST,,9735
5047272HST,,9735
5047285HST,,9430
5047298HST,,6140
5047302HST,,2195
5047312HST,,1763
5047325JSE,,9890
5047338JSE,,9602
5047340JSE,,2610
5047353JSE,,9585
5047379JSE,,2520
5047381JSE,,2610
5048246HST,,2225
5048259HST,,2265
5048261HST,,1490
5048287HST,,2265
5048292HST,,2225
5048314HST,,2265
5048327HST,,2265
5048342HST,,2225
5048355HST,,2265
5048370HST,,2265
5048383HST,,2265
5048408HST,,2265
5048410HST,,2265
5048436HST,,2265
5048449HST,,2265
5048464HST,,2265
5048477HST,,2260
5048483HST,,2265
5048504HST,,2260
5048517HST,,2265
5048532HST,,2260
5048545HST,,2260
5048560HST,,2260
5048573HST,,2265
5048599HST,,2260
5048600HST,,2260
5042422HST,,2740
5042435HST,,2630
5042450HST,,2740
5042463HST,,2630
5042489HST,,2630
5042491HST,,2630
5042503HST,,2630
5042529HST,,2630
5042531HST,,2630
5042557HST,,2740
5042564HST,,2630
5042585HST,,2740
5042598HST,,6300
5042612HST,,2630
5050941JSE,,1020
5050954JSE,,2740
5050975JSE,,2740
5050982JSE,,2740
5050995JSE,,2740
5051005JSE,,2610
5051018JSE,,2310
5051020JSE,,9540
5051033JSE,,250
5051046JSE,,3291
5042897HST,,2740
5042911HST,,2740
5042924HST,,2740
5042946HST,,6400
5042952HST,,2740
5042978HST,,2740
5042980HST,,2630
5043003HST,,6400
5043016HST,,2630
5043031HST,,2740
5043044HST,,2630
5043069HST,,6400
5043072HST,,2740
5043098HST,,2740
5051725JSE,,6740
5051738JSE,,6770
5043384HST,,7355
5043397JSE,,6795
5043411HST,,1900
5043424HST,,2270
5043437HST,,2806
5043452HST,,0
5043465HST,,0
5043480HST,,2806
5043493HST,,0
5043518HST,,9810
5043520HST,,0
5043546HST,,0
5043559HST,,2806
5043561HST,,2265
5043574HST,,2265
5043587HST,,2265
5043900HST,,2805
5043926HST,,2775
5043939HST,,9610
5043954HST,,9735
5043967HST,,9670
5043975HST,,9670
5043995HST,,3360
5044005HST,,1050
5044018HST,,1050
5044020HST,,1050
5044033HST,,0
5044046HST,,1050
5044059HST,,0
5044061HST,,1050
5052484HST,,8340
5052497HST,,1207
5052511HST,,3201
5052524HST,,3080
5052548HST,,2970
5052552HST,,3180
5052578HST,,2271
5052580HST,,3180
5052605HST,,2970
5052618HST,,3835
5052633HST,,3080
5052646HST,,3180
5052661HST,,3201
5052674HST,,3835
5052690HST,,3835
5052701HST,,3180
5052727HST,,2970
5052739HST,,2630
5052742HST,,3100
5052768HST,,2630
5052770HST,,2970
5052796HST,,2970
5044399HST,,2670
5044413HST,,2670
5044426HST,,2670
5044441HST,,2670
5044454HST,,2670
5044467HST,,2670
5044470HST,,2670
5044482HST,,2670
5044495HST,,2670
5044507HST,,2670
5044519HST,,2670
5044522HST,,2415
5044535HST,,9810
5044548HST,,9700
5044550HST,,9700
5052973HST,,1207
5052999HST,,2435
5053009HST,,2435
5053024HST,,2382
5053037HST,,2382
5053052HST,,2382
5053065HST,,2382
5053080HST,,3100
5053093HST,,3100
5053118HST,,3310
5053120HST,,2780
5053146HST,,2640
5053159HST,,2432
5053161HST,,9810
5053187JSE,,1912
5053195JSE,,2808
5053214JSE,,2808
5053227JSE,,1912
5053242JSE,,2808
5053255JSE,,1912
5053268JSE,,8600
5053270JSE,,1782
5053283JSE,,2520
5053296JSE,,1782
5044890JSE,,7655
5044902JSE,,7655
5044915JSE,,7655
5044928JSE,,7655
5044930JSE,,7655
5044943JSE,,6820
5044956JSE,,6531
5044969JSE,,6531
5044971JSE,,6531
5044984JSE,,6531
5044997JSE,,6531
5045007JSE,,1300
5045402JSE,,1000
5045415JSE,,850
5045428JSE,,2740
5045430JSE,,1000
5045443JSE,,2520
5045456JSE,,2740
5045469JSE,,2520
5045484JSE,,2520
5045497JSE,,1675
5045511JSE,,6743
5045524JSE,,2770
5045548JSE,,2740
5045552JSE,,2740
5054026HST,,2195
5054041HST,,2230
5054054HST,,2760
5054072HST,,2760
5054082HST,,2195
5054584JSE,,7230
5054597JSE,,2515
5054609JSE,,6760
5054624HST,,8603
5054637HST,,8670
5054645HST,,8670
5054652HST,,8670
5054665HST,,8670
5054678HST,,8670
5054680HST,,8670
5054693HST,,2806
5054705HST,,8670
5054720HST,,8670
5054733HST,,8670
5054746HST,,8670
5054761HST,,8670
5054774HST,,8670
5054797HST,,8670
5054801HST,,4630
5054827HST,,4590
5055084HST,,3100
5055097HST,,3100
5055109HST,,3100
5055111HST,,1100
5055124HST,,2725
5055137HST,,2725
5055140HST,,8365
5055152HST,,3100
5055178HST,,9515
5047041HST,,2808
5047054HST,,2340
5047072HST,,3211
5047082HST,,9735
5047107HST,,2701
5047111HST,,6900
5047135HST,,6900
5047148HST,,6900
5047163HST,,6900
5047176HST,,6900
5047189HST,,6900
5047203HST,,2610
5047216HST,,2610
5055750JSE,,2740
5055763JSE,,2740
5055789JSE,,2740
5055791JSE,,2740
5055816JSE,,2740
5055829JSE,,2740
5055844JSE,,2740
5055857JSE,,2740
5055872JSE,,2740
5055885JSE,,2740
5055904JSE,,2740
5055912JSE,,2740
5055925JSE,,2520
5055940JSE,,2310
5048205HST,,9500
5048218HST,,2225
5048220HST,,2225
5048233HST,,2265
5056630HST,,3680
5056643HST,,3680
5056669HST,,3680
5056671HST,,3680
5056697HST,,2940
5056709HST,,2940
5056724HST,,2940
5056737HST,,3680
5056752HST,,3680
5056765HST,,3680
5056778HST,,2944
5056793HST,,2944
5056805HST,,2940
5056820HST,,3300
5056833HST,,3680
5056859HST,,3680
5056861HST,,2940
5056887HST,,2944
5056894HST,,2940
5056914HST,,2940
5056927HST,,2940
5056933HST,,3680
5056942HST,,3183
5056955HST,,2940
5048613HST,,2260
5048626HST,,2260
5048639HST,,1490
5048641HST,,2265
5048654JSE,,1020
5048667JSE,,9540
5048674JSE,,2310
5057115HST,,2944
5057128HST,,2944
