PARTICIPANT_CODE,DISTRICT,POSTCODE
4912066HST,,8600
4912079HST,,9705
4912081HST,,5
4912094HST,,2755
4912106HST,,1725
4912119HST,,2570
4912121HST,,8600
4912134HST,,2570
4912153HST,,8600
4912162HST,,2727
4912188HST,,8600
4912190HST,,1725
4912215HST,,2727
4912228HST,,2515
4912243HST,,1930
4912256HST,,2520
4912271HST,,2520
4912284HST,,1725
4904254HST,,6400
4904267HST,,1995
4912568HST,,2650
4912570HST,,8600
4912596JSE,,9966
4905001HST,,8650
4905025HST,,3005
4905038HST,,3005
4905053HST,,9882
4905066HST,,0
4905081HST,,9650
4905094JSE,,0
4905106JSE,,4720
4905121JSE,,4720
4905134JSE,,4720
4905153JSE,,3310
4905162JSE,,7230
4905175JSE,,7230
4905188JSE,,3181
4905190JSE,,9880
4905202JSE,,2725
4913775JSE,,6105
4906068HST,,9660
4916633HST,,6150
4916646HST,,1939
4916661HST,,9650
4916674HST,,9880
4916690HST,,0
4916701HST,,2470
4916727HST,,9800
4916739HST,,9700
4916742HST,,2600
4916768HST,,8870
4916770HST,,8870
4916796HST,,8870
4916808HST,,8870
4916823HST,,2805
4916836HST,,9880
4916851HST,,0
4916864HST,,7530
4916881HST,,7530
4908142JSE,,9830
4908155JSE,,9830
4908170JSE,,9830
4908183JSE,,0
4908208JSE,,0
4908210JSE,,0
4917133HST,,2690
4917159HST,,2690
4917161HST,,2690
4917187HST,,2690
4917195HST,,2690
4917214HST,,2690
4917227HST,,2690
4917242HST,,2690
4917255HST,,2690
4917268HST,,2690
4917283HST,,0
4917296HST,,0
4917310HST,,0
4917323HST,,0
4917349HST,,2400
4917351HST,,2770
4917377HST,,2400
4917386HST,,2400
4917648HST,,1185
4917663HST,,4590
4917676HST,,2775
4917691HST,,2775
4917703HST,,7570
4917729HST,,9445
4917731HST,,9445
4918191JSE,,8600
4911771HST,,9000
4911797HST,,2740
4911809HST,,30
4911824HST,,2432
4911837HST,,39
4911849HST,,9000
4911865HST,,9000
4911878HST,,9000
4911893HST,,9000
4911905HST,,2690
4911920HST,,9000
4911933HST,,2432
4911959HST,,9000
4911961HST,,9000
4911987HST,,1725
4911991HST,,9705
4912012HST,,9705
4912025HST,,2570
4912038HST,,9725
4912040HST,,1725
4912309HST,,2650
4912311HST,,2520
4912324HST,,2520
4912344HST,,8600
4912352HST,,5
4912378HST,,8600
4912380HST,,2520
4912405HST,,2570
4912418HST,,2650
4912433HST,,9725
4912446HST,,9520
4912461HST,,9725
4912474HST,,9725
4912487HST,,9725
4912496HST,,9520
4912501HST,,9725
4912514HST,,5
4912527HST,,9705
4912535HST,,2515
4912542HST,,2650
4912555HST,,8600
4786569HST,,9600
4786571HST,,9650
4786597HST,,2650
4786609HST,,9880
4786624HST,,9706
4786637HST,,1050
4786652HST,,9706
4786665HST,,2650
4786680HST,,9650
4786693HST,,2650
4786705HST,,3354
4786964HST,,2420
4786988HST,,3300
4786992HST,,9700
4787015HST,,9725
4787028HST,,2430
4787043HST,,9725
4787056HST,,9880
4787071JSE,,2053
4787084JSE,,2198
4787109JSE,,3100
4787111JSE,,3100
4787124JSE,,3100
4787140JSE,,3100
4915210JSE,,6105
4915223JSE,,6105
4915249JSE,,6105
4915251JSE,,6105
4915277JSE,,6105
4915289JSE,,6105
4915304JSE,,6105
4915317JSE,,6105
4915332JSE,,8552
4915345JSE,,3100
4915360JSE,,3100
4789034HST,,2271
4789047HST,,2271
4789056HST,,8377
4789062HST,,8377
4789075HST,,9978
4789088HST,,9978
4789090HST,,2775
4789102HST,,2940
4789115HST,,2940
4789128HST,,1120
4789130HST,,1120
4789143HST,,9500
4789169HST,,9500
4789171HST,,1120
4789197HST,,1120
4789209HST,,1120
4789224HST,,2610
4789237HST,,2775
4789252HST,,9700
4916402JSE,,1300
4916428JSE,,1300
4916430JSE,,1300
4916443JSE,,8190
4916537HST,,8290
4916548HST,,9940
4916552HST,,7800
4916565HST,,7800
4916578HST,,1200
4916580HST,,5824
4916593HST,,5824
4916605HST,,5824
4916618HST,,5824
4916620HST,,5824
4916892HST,,6530
4916917HST,,6550
4916920HST,,6530
4916945HST,,7800
4916958HST,,7380
4916960HST,,7380
4916986HST,,0
4916999HST,,0
4917009HST,,9650
4917011HST,,0
4917024HST,,9300
4917037HST,,9300
4917043HST,,0
4917052HST,,9300
4917065HST,,0
4917078HST,,0
4917080HST,,9300
4917093HST,,0
4917105HST,,2690
4917120HST,,2690
4917404HST,,2770
4917417HST,,2770
4917432HST,,2690
4917445HST,,2690
4917458HST,,2690
4917460HST,,2690
4917473HST,,2690
4917486HST,,2690
4917499HST,,2690
4917500HST,,2690
4917513HST,,2690
4917526HST,,2690
4917539HST,,2690
4917541HST,,9650
4917567HST,,5201
4917577HST,,5201
4917582HST,,9490
4917607HST,,8610
4917616HST,,1185
4917635HST,,1185
4918107HST,,39
4918122HST,,9000
4918135HST,,9000
4918150JSE,,8600
4918163JSE,,8600
4918189JSE,,8600
4784770JSE,,9780
4784783JSE,,9780
4784808JSE,,5460
4786720HST,,9880
4786733HST,,9602
4786759HST,,9705
4786761HST,,2650
4786774HST,,2650
4786787HST,,2650
4786797HST,,2650
4786801HST,,9705
4786814HST,,2650
4786827HST,,3835
4786836HST,,2650
4786842HST,,9725
4786855HST,,9650
4786868HST,,9725
4786883HST,,3300
4786896HST,,9700
4786908HST,,1050
4786923HST,,1050
4786936HST,,1050
4786951HST,,9890
4794938HST,,9580
4794940HST,,9580
4795207HST,,3900
4795222HST,,470
4795235HST,,1020
4795250HST,,470
4795263HST,,1037
4795289HST,,1185
4795291HST,,1050
4795316HST,,1050
4795329HST,,1036
4795344HST,,1020
4795357HST,,325
4795360HST,,2265
4795372HST,,1020
4795385HST,,1020
4795398HST,,3900
4795409HST,,2265
4795697HST,,2043
4795709HST,,3900
4795711HST,,2265
4795737HST,,1050
4795742HST,,1035
4795765HST,,2690
4795778HST,,325
4795793JSE,,3290
4795805JSE,,8600
4795818JSE,,8600
4795820JSE,,8600
4795833JSE,,8600
4795846JSE,,8600
4795859JSE,,8600
4795861JSE,,8600
4795874JSE,,8600
4795887JSE,,8600
4788412JSE,,1620
4788438JSE,,1505
4788440JSE,,1560
4788466JSE,,120
4796184JSE,,9505
4796197JSE,,9505
4796211JSE,,9630
4796224JSE,,9505
4796247JSE,,9540
4796252JSE,,9505
4796265JSE,,9880
4796278JSE,,9540
4796280JSE,,9880
4796293JSE,,9505
4796305JSE,,9700
4796318JSE,,9700
4796320JSE,,1780
4796333JSE,,9505
4796346JSE,,9505
4796359JSE,,9505
4796361JSE,,1900
4789265HST,,2770
4789280HST,,2680
4789293HST,,2680
4789318HST,,2680
4789320HST,,2680
4789346HST,,2680
4789359HST,,2680
4789361HST,,2680
4789387HST,,2680
4789399HST,,2680
4789414HST,,2680
4789427HST,,2680
4789442HST,,2680
4789455HST,,2680
4796699JSE,,9322
4796700JSE,,9700
4796713JSE,,9322
4796726JSE,,2455
4796739JSE,,2455
4796741JSE,,2455
4796754JSE,,9322
4796767JSE,,9505
4796771JSE,,9630
4796782JSE,,4720
4796795JSE,,9505
4796807JSE,,9322
4796810JSE,,2455
4796835JSE,,9540
4796848JSE,,2455
4796863JSE,,9630
4796876JSE,,2455
4796891JSE,,9700
4788833HST,,9348
4788846HST,,9348
4788861HST,,9348
4788874HST,,9348
4788894HST,,9530
4788901HST,,9530
4788927HST,,2690
4788933HST,,9700
4788942HST,,9600
4788968HST,,9810
4788970HST,,9810
4788996HST,,9810
4789006HST,,9810
4789021HST,,9810
4790997JSE,,2053
4799802HST,,250
4799815HST,,250
4791904JSE,,9500
4791920JSE,,9500
4791932JSE,,9500
4791958JSE,,9500
4791960JSE,,9500
4791986JSE,,9500
4791999JSE,,4011
4792011JSE,,4200
4792024JSE,,2092
4792037JSE,,2092
4792052JSE,,2092
4792065JSE,,2092
4792080JSE,,3275
4794451HST,,9640
4794464HST,,9640
4794477HST,,9810
4794483HST,,2650
4794953HST,,9580
4794966HST,,1930
4794979HST,,9580
4794981HST,,2310
4794994HST,,2310
4795004HST,,2310
4795017HST,,2310
4795032HST,,9580
4795045HST,,9580
4795060HST,,1930
4795073HST,,9580
4795099HST,,2265
4795100HST,,5200
4795126HST,,5206
4795139HST,,5206
4795154HST,,2690
4795167HST,,1020
4795182HST,,470
4795195HST,,470
4795412HST,,2043
4795425HST,,1050
4795438HST,,2690
4795440HST,,1185
4795453HST,,2265
4795466HST,,470
4795481HST,,1036
4795494HST,,2690
4795519HST,,1050
4795521HST,,1185
4795547HST,,2271
4795551HST,,2690
4795575HST,,2265
4795588HST,,1035
4795602HST,,470
4795615HST,,2690
4795630HST,,470
4795643HST,,470
4795669HST,,1020
4795671HST,,1036
4795894JSE,,8600
4795901JSE,,8600
4795914JSE,,1390
4795933JSE,,1051
4795942JSE,,1051
4795968JSE,,5390
4795970JSE,,6015
4795996JSE,,6055
4796006JSE,,6015
4796021JSE,,6055
4796034JSE,,9300
4796056JSE,,9300
4796062JSE,,9300
4796088JSE,,9300
4796090JSE,,9300
4796102JSE,,9500
4796128JSE,,1900
4796130JSE,,9322
4796156JSE,,9880
4796169JSE,,2775
4796387JSE,,9505
4796399JSE,,9322
4796414JSE,,9630
4796427JSE,,9540
4796442JSE,,9700
4796455JSE,,9880
4796470JSE,,9880
4796483JSE,,9540
4796508JSE,,9630
4796510JSE,,9880
4796536JSE,,2455
4796549JSE,,9630
4796551JSE,,9880
4796577JSE,,9322
4796580JSE,,2455
4796604JSE,,9505
4796617JSE,,9880
4796632JSE,,9700
4796645JSE,,9505
4796660JSE,,9505
4796673JSE,,9880
4796903JSE,,1
4796929JSE,,1
4796931JSE,,1
4796957JSE,,2710
4796962JSE,,1
4796985JSE,,3183
4796998JSE,,2610
4797010JSE,,5210
4797023JSE,,5210
4797049JSE,,5210
4797051JSE,,6770
4806711HST,,2630
4806737JSE,,7160
4799572JSE,,3100
4799598JSE,,3100
4799603JSE,,3100
4799681HST,,0
4799694HST,,2630
4799719HST,,2630
4799721HST,,9700
4799747HST,,2410
4799755HST,,9730
4799775HST,,2410
4799788HST,,9840
4807617HST,,3100
4807632HST,,9610
4807645HST,,3280
4807660HST,,5200
4807673HST,,9860
4807699HST,,5200
4807700HST,,1185
4807726HST,,9500
4807739HST,,250
4807741HST,,250
4807767HST,,1037
4807771HST,,1037
4807795HST,,8300
4807807HST,,8300
4807822HST,,8300
4807835HST,,8300
4807848HST,,8300
4807850HST,,8300
4807863HST,,9300
4807876HST,,2690
4807889HST,,8550
4791661JSE,,6570
4791674JSE,,6570
4791690JSE,,6570
4791701JSE,,6570
4791727JSE,,3720
4791739JSE,,9500
4791742JSE,,9500
4791755JSE,,9500
4791768JSE,,9500
4791770JSE,,9500
4791783JSE,,9500
4791796JSE,,9500
4791808JSE,,9500
4791810JSE,,9500
4791823JSE,,9500
4791836JSE,,9500
4791849JSE,,9500
4791864JSE,,9500
4791877JSE,,9500
4791892JSE,,9500
4801794JSE,,8822
4801806JSE,,9700
4801819JSE,,9700
4801821JSE,,9700
4810349JSE,,3080
4810364JSE,,4720
4810377JSE,,4720
4810392JSE,,3100
4810404JSE,,3100
4810663HST,,2225
4810676HST,,2210
4810691HST,,2420
4810703HST,,2420
4810729HST,,2300
4810731HST,,1930
4810757HST,,2210
4810768HST,,1930
4810785HST,,1930
4810798HST,,1935
4810812HST,,2320
4810825HST,,2320
4810840HST,,9300
4810853HST,,9913
4810879HST,,9350
4810881HST,,2520
4810906HST,,2300
4811176JSE,,2430
4811189JSE,,9585
4811203JSE,,8160
4811216JSE,,8170
4811231JSE,,6810
4811244JSE,,8160
4811263JSE,,8160
4811272JSE,,7655
4811298JSE,,8160
4811302JSE,,2740
4811325JSE,,8200
4811338JSE,,9585
4811353JSE,,7655
4811366JSE,,8160
4811379JSE,,8160
4811394JSE,,8205
4811406JSE,,8160
4811421JSE,,7060
4804720JSE,,1876
4804733JSE,,1900
4804746JSE,,1739
4804761JSE,,1876
4804774JSE,,2008
4804797JSE,,1504
4804801JSE,,1876
4805220JSE,,3340
4805246JSE,,3200
4805259JSE,,4720
4805274JSE,,4950
4805287JSE,,9300
4806742JSE,,1050
4814686HST,,1930
4814699HST,,2300
4814713HST,,1930
4814726HST,,5200
4814741HST,,1020
4814754HST,,1036
4814771HST,,2690
4814782HST,,1035
4814807HST,,9500
4814810HST,,2465
4814835HST,,560
4814848HST,,2300
4814863HST,,0
4807438HST,,5720
4807442HST,,0
4807455HST,,5288
4807468HST,,5580
4807470HST,,3100
4807483HST,,3100
4807496HST,,3100
4807510HST,,3100
4807523HST,,3100
4807549HST,,3100
4807551HST,,3100
4807577HST,,3100
4807580HST,,3100
4807604HST,,3100
4807891HST,,1490
4807903HST,,1490
4807916HST,,1490
4807929HST,,1490
4807931HST,,1490
4807944HST,,9840
4810425HST,,9445
4810432HST,,7230
4810445HST,,9348
4810460HST,,9348
4810473HST,,9348
4810499HST,,9348
4810500HST,,9300
4810526HST,,9810
4810539HST,,8340
4810541HST,,1930
4810554HST,,2210
4810567HST,,1935
4810577HST,,2430
4810582HST,,2225
4810595HST,,2225
4810607HST,,2225
4810616HST,,2420
4810622HST,,2210
4810635HST,,1935
4810650HST,,2210
4818873JSE,,6740
4818886JSE,,6796
4818899JSE,,6930
4818900JSE,,6015
4818913JSE,,6015
4818939JSE,,6015
4818941JSE,,6300
4818967JSE,,6300
4818975JSE,,6300
4818995JSE,,6300
4819005JSE,,6300
4819020JSE,,6300
4819033JSE,,6300
4819046JSE,,6300
4819061JSE,,2610
4819074JSE,,2740
4810919HST,,2415
4810921HST,,127
4810947HST,,1490
4810959HST,,1490
4810975HST,,2520
4810988HST,,9570
4810990HST,,9570
4811000HST,,9570
4811013HST,,2520
4811026HST,,9570
4811039HST,,2520
4811041HST,,2310
4811054HST,,1872
4811067HST,,920
4811072HST,,920
4811082HST,,3350
4811107HST,,920
4811111HST,,2400
4811122HST,,2400
4811148HST,,2430
4811150HST,,2310
4819550JSE,,2620
4819576JSE,,8570
4819589JSE,,8570
4819603JSE,,8570
4819616JSE,,8570
4811434JSE,,2630
4811447JSE,,9585
4811454JSE,,8201
4811462JSE,,2740
4811475JSE,,2740
4811488JSE,,8160
4811490JSE,,2630
4811502JSE,,9585
4811515JSE,,6810
4811528JSE,,6810
4811530JSE,,6835
4811543JSE,,8170
4811569JSE,,8170
4811571JSE,,7300
4811597JSE,,7300
4811609JSE,,7300
4811624JSE,,7300
4811637JSE,,7300
4821075HST,,2690
4821088HST,,9730
4821090HST,,9810
4821102HST,,2350
4821414HST,,1185
4821427HST,,3900
4821438HST,,1185
4821455HST,,2043
4821468HST,,9595
4821483HST,,2225
4821496HST,,1035
4821510HST,,9595
4821523HST,,3183
4821536HST,,1035
4821549HST,,1035
4821551HST,,2225
4821564HST,,3180
4821577HST,,1035
4821580HST,,3183
4821592HST,,2225
4821604HST,,470
4814483JSE,,8730
4814508JSE,,1685
4814549HST,,9348
4814551HST,,8600
4814577HST,,2420
4814580HST,,2420
4814592HST,,1930
4814604HST,,1930
4814617HST,,1930
4814629HST,,1930
4814632HST,,1930
4814645HST,,1930
4814658HST,,1930
4814660HST,,1930
4814673HST,,1930
4823649HST,,9780
4823664HST,,1035
4823677HST,,2690
4823692JSE,,3000
4823917HST,,9338
4823935HST,,2410
4823948HST,,9880
4823963HST,,2410
4823976HST,,2515
4823991HST,,2610
4824001HST,,9650
4824027HST,,2410
4824030HST,,2610
4824055HST,,1185
4824068HST,,1110
4824083HST,,2610
4824096HST,,2515
4824110HST,,9840
4824123HST,,1185
4824136HST,,9338
4824151HST,,2455
4824164HST,,1185
4824182HST,,9338
4816012JSE,,7603
4816025JSE,,0
4816038JSE,,0
4816040JSE,,0
4816066JSE,,1939
4824412HST,,9338
4824422HST,,9338
4824448HST,,9338
4824450HST,,9338
4824476JSE,,8135
4824489JSE,,8135
4824909HST,,3340
4824924HST,,3603
4824937HST,,1100
4824952HST,,2970
4824965HST,,3340
4824980HST,,2310
4824993HST,,4618
4825003HST,,4618
4825029HST,,9860
4825031HST,,9860
4825057HST,,9860
4825069HST,,2970
4825085HST,,2970
4825098HST,,3603
4825112HST,,3340
4825125HST,,3603
4825138HST,,3509
4825140HST,,3340
4825153HST,,1100
4825166HST,,3603
4825179HST,,3340
4825181HST,,3509
4819631JSE,,8570
4821115HST,,8377
4821128HST,,8377
4821130HST,,9338
4821143HST,,9500
4821156HST,,9500
4821169HST,,9595
4821171HST,,2400
4821184HST,,2400
4821209HST,,9595
4821211HST,,2400
4821237HST,,9595
4821247HST,,2410
4821265HST,,2300
4821278HST,,2420
4821293HST,,2225
4821305HST,,2775
4821320HST,,2650
4821333HST,,5760
4821359HST,,1035
4821361HST,,1035
4821387HST,,3180
4821399HST,,1185
4821617HST,,2225
4821629HST,,3180
4821645HST,,1035
4821658HST,,1035
4821660HST,,3180
4821686HST,,2230
4821699HST,,9595
4821713HST,,1035
4821726HST,,250
4821741HST,,8300
4821754HST,,8300
4821771HST,,8300
4821782HST,,2680
4821807HST,,1760
4821810HST,,2455
4821835JSE,,9720
4821848JSE,,9720
4821863JSE,,9720
4821876JSE,,9720
4821889JSE,,9720
4829637HST,,9650
4829645HST,,2310
4829665HST,,2435
4829678HST,,9600
4829680HST,,9880
4829693HST,,9880
4829705HST,,9880
4829718HST,,9880
4829720HST,,9880
4829733HST,,9880
4829746HST,,9880
4829759HST,,9880
4830066HST,,6300
4830081HST,,9880
4830094HST,,9880
4830119HST,,9700
4830121HST,,250
4830134HST,,5480
4830147HST,,5520
4830153HST,,6300
4830162HST,,6300
4830175HST,,5201
4830188HST,,5320
4830190HST,,6300
4830202HST,,5370
4830215HST,,5370
4830228HST,,5445
4830230HST,,5370
4830256HST,,6300
4830269HST,,5480
4830284HST,,5320
4830596HST,,9720
4830608HST,,9670
4830610HST,,250
4830623HST,,2600
4830636HST,,2600
4830649HST,,2600
4830651HST,,2600
4830664HST,,2600
4830677HST,,2600
4830692HST,,2194
4830704HST,,2729
4830726HST,,3100
4830732HST,,2680
4830745HST,,3350
4830760HST,,2430
4830773HST,,3350
4830799HST,,9810
4831070JSE,,2430
4831083JSE,,2430
4831096JSE,,2430
4831108JSE,,2430
4831110JSE,,2570
4831123JSE,,0
4823704JSE,,3100
4823726JSE,,4720
4823732HST,,9880
4823745HST,,1110
4823760HST,,9338
4823773HST,,9338
4823786HST,,9680
4823799HST,,9890
4823800HST,,2610
4823813HST,,9880
4823826HST,,9700
4823839HST,,2455
4823841HST,,9338
4823854HST,,9700
4823867HST,,1110
4823878HST,,9338
4823882HST,,9338
4823907HST,,9890
4824192HST,,2455
4824217HST,,9338
4824221HST,,2465
4824232HST,,2455
4824245HST,,2455
4824258HST,,2455
4824260HST,,2455
4824273HST,,9338
4824286HST,,2455
4824299HST,,2455
4824300HST,,2465
4824313HST,,9680
4824326HST,,9680
4824341HST,,2465
4824354HST,,9338
4824367HST,,2455
4824382HST,,9338
4824395HST,,9338
4832275HST,,250
4832288HST,,5200
4832302HST,,5200
4832315HST,,5200
4832330HST,,5200
4824802JSE,,2385
4824815JSE,,2385
4824843HST,,2970
4824869HST,,9730
4824871HST,,6620
4824897HST,,6620
4832561JSE,,3183
4832574JSE,,9500
4832593JSE,,2008
4832601JSE,,2008
4832627JSE,,4720
4832632JSE,,3270
4825194HST,,3509
4825206HST,,2310
4825219HST,,1100
4825221HST,,3509
4825234HST,,3603
4825250HST,,3603
4825262HST,,3340
4825288HST,,3340
4825290HST,,2310
4825315HST,,1100
4825328HST,,3340
4825343HST,,3652
4825356HST,,3730
4825371HST,,2970
4825384HST,,2310
4825397HST,,9860
4825670HST,,3100
4965451HST,,1740
4965464HST,,1120
4965477HST,,9810
4965483HST,,9810
4965492HST,,1840
4965504HST,,6300
4965517HST,,6300
4965522HST,,6300
4965532HST,,6300
4965545HST,,6300
4965558HST,,7300
4965573HST,,2780
4965586HST,,2410
4965600HST,,2780
4965938HST,,9300
4965940HST,,9300
4965953HST,,9700
4965966HST,,9700
4965979HST,,9300
4965981HST,,9700
4965994HST,,9700
4966004HST,,9700
4966027HST,,9700
4966032HST,,9300
4966058HST,,9700
4966060HST,,9700
4966086HST,,9700
4966099HST,,9700
4973968JSE,,6531
4973970JSE,,6531
4973996JSE,,6531
4974006JSE,,6531
4974019JSE,,6531
4974021JSE,,6531
4974034JSE,,5810
4974047JSE,,715
4974056JSE,,250
4974062JSE,,1020
4966425HST,,4590
4966438HST,,4590
4966440HST,,4590
4966453HST,,4590
4966479HST,,4590
4966481HST,,4590
4966506HST,,4590
4966519HST,,4590
4966534JSE,,1035
4966547JSE,,1035
4966562JSE,,0
4966575JSE,,920
4966590JSE,,7270
4974252JSE,,3950
4974265JSE,,3950
4974280JSE,,3680
4974293JSE,,3950
4974318JSE,,3100
4974320JSE,,3100
4974346JSE,,3100
4974359JSE,,3100
4974361JSE,,3100
4974387JSE,,3100
4974399JSE,,6001
4974414JSE,,0
4974427JSE,,0
4974442JSE,,9540
4974455JSE,,9540
4974468JSE,,9540
4974470JSE,,9540
4974483JSE,,9540
4974496JSE,,9540
4974508JSE,,9540
4974510JSE,,9540
4966901JSE,,2805
4966927JSE,,2805
4966933JSE,,350
4966955JSE,,530
4966968JSE,,1020
4966983JSE,,2260
4966996JSE,,1020
4967019JSE,,1876
4967021JSE,,1876
4967047JSE,,350
4967056JSE,,350
4967075JSE,,1876
4967088JSE,,1000
4967102JSE,,41
4967115JSE,,39
4967580JSE,,7345
4967592JSE,,7345
4976053HST,,9860
4976066JSE,,2570
4976081JSE,,9540
4977788JSE,,2805
4977790JSE,,1020
4978424HST,,2400
4978437HST,,2400
4978452HST,,2400
4978465HST,,2400
4978480HST,,2400
4978493HST,,2400
4978518HST,,2400
4978520HST,,2400
4978533HST,,2400
4978559HST,,2400
4978561HST,,2400
4978587HST,,2400
4978593HST,,2400
4978614HST,,2400
4978627HST,,2400
4978642HST,,2400
4978655HST,,2400
4978668HST,,2400
4978670HST,,2400
4978683HST,,2400
4978696HST,,2400
4978708HST,,2400
4978710HST,,2400
4978723HST,,2400
4978736HST,,2400
4978749HST,,2400
4978751HST,,2400
4978954HST,,2400
4978975HST,,2400
4978982HST,,2400
4979005HST,,2400
4979018HST,,2400
4979033HST,,2400
4979046HST,,2400
4979061HST,,2400
4979074HST,,2400
4979098HST,,2400
4979101HST,,2400
4979114HST,,2400
4979127HST,,2400
4979137HST,,2400
4979142HST,,2400
4979155HST,,2400
4979168HST,,2400
4979170HST,,2400
4979183HST,,2400
4979196HST,,2400
4979208HST,,2400
4979210HST,,2400
4979236HST,,2400
4979249HST,,2400
4979264HST,,2400
4979277HST,,2400
4979292HST,,2400
4979519HST,,2400
4979522HST,,2400
4979548HST,,2400
4979550HST,,2400
4979563HST,,2400
4979576HST,,2400
4979589HST,,2400
4979591HST,,2400
4979603HST,,2400
4979616JSE,,149
4979629JSE,,149
4842201JSE,,2053
4842214JSE,,6115
4974075JSE,,1020
4974088JSE,,2980
4974090JSE,,2980
4974102JSE,,3180
4974115JSE,,3180
4974130JSE,,8860
4974143JSE,,3280
4974169JSE,,2021
4974171JSE,,2021
4974197JSE,,2021
4974209JSE,,2021
4974224JSE,,2021
4974237JSE,,3950
4982566HST,,9680
4982579HST,,9680
4982594HST,,2680
4982606HST,,2680
4982621HST,,250
4982634HST,,0
4982658HST,,9410
4982662HST,,9700
4982688HST,,9700
4982690HST,,9410
4982702HST,,9410
4982715HST,,9300
4982728HST,,9300
4982730HST,,9700
4982743HST,,9670
4982756HST,,9700
4982769HST,,9700
4982771HST,,9300
4982784HST,,9460
4982797HST,,9480
4982809HST,,9300
4982824HST,,9460
4983040HST,,9700
4983066HST,,9670
4983079HST,,9490
4983081HST,,9660
4983106HST,,2470
4983119HST,,2610
4983134HST,,9700
4983649HST,,9720
4983651HST,,9908
4983664HST,,127
4983692JSE,,2255
4983704JSE,,102
4983717JSE,,250
4983726JSE,,6835
4983732JSE,,6835
4983758JSE,,6835
4983760JSE,,6835
4983786JSE,,6835
4983799JSE,,9860
4976094JSE,,250
4976119JSE,,1630
4986644HST,,9670
4986657HST,,0
4986661HST,,9680
4986672HST,,2600
4986685HST,,2600
4986700HST,,2600
4986712HST,,2726
4986725HST,,6185
4986740HST,,9410
4986753HST,,0
4986779HST,,1828
4986781HST,,1828
4986806HST,,1828
4986819HST,,0
4986834HST,,0
4986847HST,,0
4986862HST,,2600
4986875HST,,2600
4986890HST,,3300
4986902HST,,3300
4986928HST,,3300
4986930HST,,3300
4986956HST,,3300
4987129HST,,2690
4987131HST,,2690
4987144HST,,1935
4987166HST,,9600
4987172HST,,9500
4987701HST,,5820
4987714JSE,,3180
4987739JSE,,1876
4987742JSE,,39
4987755JSE,,2400
4987770JSE,,2400
4987783JSE,,2400
4987808JSE,,2400
4987810JSE,,2400
4987836JSE,,2400
4987849JSE,,2400
4987864JSE,,2400
4987877JSE,,2400
4987892JSE,,2400
4987904JSE,,7135
4978290HST,,2400
4978302HST,,2400
4978315HST,,2400
4978330HST,,2400
4978343HST,,2400
4978369HST,,2400
4978371HST,,2400
4978397HST,,2400
4978409HST,,2400
4978764HST,,2400
4978784HST,,2400
4978792HST,,2400
4978817HST,,2400
4978823HST,,2400
4978845HST,,2400
4978858HST,,2400
4978860HST,,2400
4978886HST,,2400
4978899HST,,2400
4978913HST,,2400
4978926HST,,2400
4978941HST,,2400
4979304HST,,2400
4979317HST,,2400
4979332HST,,2400
4979345HST,,2400
4979360HST,,2400
4979373HST,,2400
4979399HST,,2400
4979400HST,,2400
4979426HST,,2400
4979439HST,,2400
4979454HST,,2400
4979467HST,,2400
4979482HST,,2400
4979495HST,,2400
4989325JSE,,9480
4989338JSE,,1000
4989340JSE,,9480
4989353JSE,,9480
4989366JSE,,1709
4989379JSE,,1000
4989381JSE,,9480
4989394JSE,,1035
4989406JSE,,1000
4989419JSE,,1035
4989434JSE,,1035
4989447JSE,,1035
4989462JSE,,9480
4989475JSE,,1035
4989490JSE,,1740
4989502JSE,,1740
4989720JSE,,9480
4982553HST,,0
4982837HST,,9700
4982852HST,,9300
4982865HST,,9300
4982880HST,,9460
4982893HST,,9660
4982918HST,,9300
4982920HST,,9300
4982946HST,,9300
4982959HST,,9904
4982974HST,,9410
4982987HST,,9300
4983001HST,,9410
4983012HST,,9670
4983038HST,,9700
4992710HST,,1056
4992723HST,,9600
4992749HST,,2660
4992751HST,,2740
4992777HST,,2660
4992784HST,,8300
4992804HST,,9348
4992817HST,,2740
4992832HST,,2740
4992845HST,,9680
4992858HST,,9670
4992873HST,,9670
4992886HST,,2740
4992900HST,,2740
4992913HST,,2740
4992926HST,,9680
4992939HST,,9670
4992941HST,,9932
4992954HST,,9600
4992967HST,,9904
4992975HST,,9904
4992982HST,,9904
4992995HST,,9904
4993223HST,,9541
4993236HST,,9600
4993251HST,,4585
4993264HST,,4585
4993289HST,,4585
4993292HST,,9600
4993304HST,,9469
4993328HST,,9540
4993332HST,,6280
4993358HST,,4590
4993360HST,,4590
4993373HST,,4590
4993386HST,,4590
4993399HST,,4590
4993400HST,,8365
4993413HST,,7365
4993426HST,,2650
4993439HST,,2650
4993441HST,,9600
4993454HST,,9496
4993467HST,,9490
4993470HST,,9496
4993495HST,,3206
4993507HST,,9810
4993725HST,,9840
4993740HST,,9860
4993753HST,,9810
4993779HST,,9445
4993781HST,,9445
4993806HST,,9810
4993819HST,,9860
4993821HST,,9860
4993834HST,,9860
4993847HST,,9860
4993852HST,,9445
4993862HST,,9810
4993875HST,,9445
4993888HST,,9445
4993890HST,,9860
4993902HST,,9810
4993915HST,,9600
4993928HST,,9860
4993943HST,,9860
4993956HST,,9820
4993971HST,,9860
4993984HST,,9860
4994007HST,,9810
4986470HST,,8650
